Datetime,Open,High,Low,Close,Adj Close,Volume,20SMA,BollingerU,BollingerL,RSI,MA20,MA5
2021-10-22 01:25:00+01:00,62583.78515625,62583.82421875,62481.421875,62507.17578125,62507.17578125,0,,,,51.99953281365502,,62487.24609375
2021-10-22 01:30:00+01:00,62598.62109375,62718.26171875,62598.62109375,62718.26171875,62718.26171875,0,,,,58.01370320361699,,62475.8171875
2021-10-22 01:35:00+01:00,62725.0234375,62746.67578125,62635.9921875,62673.3671875,62673.3671875,184311808,62478.796484375,,,56.39528091385277,62478.796484375,62552.78203125
2021-10-22 01:40:00+01:00,62696.8125,62804.625,62696.8125,62804.625,62804.625,58646528,62497.1193359375,,,59.91612926309823,62497.1193359375,62649.58671875
2021-10-22 01:45:00+01:00,62875.77734375,62875.77734375,62756.54296875,62756.54296875,62756.54296875,62394368,62513.1275390625,,,58.06651190499049,62513.1275390625,62691.99453125
2021-10-22 01:50:00+01:00,62725.0078125,62725.0078125,62651.515625,62683.03125,62683.03125,0,62512.4486328125,,,55.25790467028486,62512.4486328125,62727.165625
2021-10-22 01:55:00+01:00,62716.40234375,62781.890625,62709.86328125,62781.890625,62781.890625,219475968,62525.5615234375,,,58.18693105105829,62525.5615234375,62739.89140625
2021-10-22 02:00:00+01:00,62806.96875,62969.625,62800.04296875,62969.625,62969.625,0,62555.7580078125,,,63.12392182348345,62555.7580078125,62799.14296875
2021-10-22 02:05:00+01:00,63026.96875,63026.96875,62935.72265625,62935.72265625,62935.72265625,93777920,62584.111328125,,,61.70696995693597,62584.111328125,62825.3625
2021-10-22 02:10:00+01:00,62970.890625,62984.4375,62954.3671875,62984.4375,62984.4375,0,62612.2341796875,,,62.99245684958979,62612.2341796875,62870.94140625
2021-10-22 02:15:00+01:00,62941.1953125,62987.07421875,62927.1953125,62927.1953125,62927.1953125,0,62630.1078125,,,60.42556125500329,62630.1078125,62919.77421875
2021-10-22 02:20:00+01:00,62918.18359375,62934.4609375,62861.15625,62934.4609375,62934.4609375,0,62653.3994140625,62774.540430094894,62532.258398030106,60.644772849606994,62653.3994140625,62950.28828125
2021-10-22 02:25:00+01:00,62936.1484375,63003.5,62917.0859375,62977.4140625,62977.4140625,33869824,62680.1548828125,62810.64339311816,62549.66637250684,61.985392968668044,62680.1548828125,62951.84609375
2021-10-22 02:30:00+01:00,62975.4296875,63042.87890625,62926.48046875,62977.703125,62977.703125,0,62709.781640625,62851.66275615814,62567.900525091856,61.994775678410335,62709.781640625,62960.2421875
2021-10-22 02:35:00+01:00,63012.95703125,63034.03125,62982.04296875,62982.04296875,62982.04296875,0,62748.3751953125,62905.182585193106,62591.5678054319,62.14583878997935,62748.3751953125,62959.76328125
2021-10-22 02:40:00+01:00,62953.6015625,62953.6015625,62801.86328125,62830.9375,62830.9375,0,62768.6744140625,62930.17348224777,62607.17534587724,54.08495967763613,62768.6744140625,62940.51171875
2021-10-22 02:45:00+01:00,62781.80859375,62850.97265625,62781.80859375,62844.84375,62844.84375,160522240,62772.1462890625,62926.50387232075,62617.78870580425,54.667723279399546,62772.1462890625,62922.58828125
2021-10-22 02:50:00+01:00,62769.2578125,62769.2578125,62689.66796875,62709.41796875,62709.41796875,0,62793.1900390625,62941.35833529171,62645.02174283329,48.245697578365636,62793.1900390625,62868.9890625
2021-10-22 02:55:00+01:00,62692.078125,62692.078125,62625.12890625,62625.12890625,62625.12890625,0,62808.41640625,62949.57710961888,62667.25570288112,44.72411884976414,62808.41640625,62798.47421875
2021-10-22 03:00:00+01:00,62588.40234375,62663.05078125,62574.57421875,62663.05078125,62663.05078125,0,62814.34375,62945.97864921617,62682.70885078383,46.61221445468771,62814.34375,62734.67578125
2021-10-22 03:05:00+01:00,62659.9765625,62795.0859375,62659.9765625,62795.0859375,62795.0859375,0,62828.7392578125,62947.41883390648,62710.05968171852,52.67365360599903,62828.7392578125,62727.50546875
2021-10-22 03:10:00+01:00,62837.28515625,62837.28515625,62715.76171875,62789.78125,62789.78125,0,62832.315234375,62933.79475498973,62730.835713760265,52.41616737552993,62832.315234375,62716.49296875
2021-10-22 03:15:00+01:00,62810.24609375,62844.609375,62767.83203125,62819.390625,62819.390625,0,62839.61640625,62922.914715900726,62756.31809659928,53.77447013504007,62839.61640625,62738.4875
2021-10-22 03:20:00+01:00,62845.19140625,62845.19140625,62753.19921875,62832.2734375,62832.2734375,154255360,62840.998828125,62906.47692418591,62775.520732064084,54.384589598113216,62840.998828125,62779.91640625
2021-10-22 03:25:00+01:00,62830.3515625,63000.94921875,62830.3515625,63000.94921875,63000.94921875,57446400,62853.219140625,62911.84362362395,62794.59465762605,61.54186778077819,62853.219140625,62847.49609375
2021-10-22 03:30:00+01:00,62978.86328125,62978.86328125,62906.8046875,62906.8046875,62906.8046875,0,62864.4078125,62920.50167106927,62808.31395393073,56.23799397895183,62864.4078125,62869.83984375
2021-10-22 03:35:00+01:00,62910.25,63006.24609375,62872.81640625,62947.515625,62947.515625,0,62872.6890625,62922.58646335369,62822.79166164631,57.92660925006275,62872.6890625,62901.38671875
2021-10-22 03:40:00+01:00,62876.47265625,62876.47265625,62829.3359375,62835.5546875,62835.5546875,0,62865.985546875,62909.773431847105,62822.1976619029,51.98564383455303,62865.985546875,62904.61953125
2021-10-22 03:45:00+01:00,62819.52734375,62882.87109375,62819.52734375,62860.5,62860.5,77623296,62862.2244140625,62900.50913639838,62823.93969172661,53.13882929094885,62862.2244140625,62910.26484375
2021-10-22 03:50:00+01:00,62843.0,62843.0,62728.734375,62731.29296875,62731.29296875,0,62849.5671875,62879.98634537959,62819.1480296204,46.8608472917211,62849.5671875,62856.33359375
2021-10-22 03:55:00+01:00,62702.0234375,62826.28515625,62702.0234375,62826.28515625,62826.28515625,81588224,62844.5216796875,62871.223735896965,62817.81962347804,51.40627447143529,62844.5216796875,62840.2296875
2021-10-22 04:00:00+01:00,62838.94921875,62982.09765625,62838.94921875,62963.703125,62963.703125,0,62845.9837890625,62869.26097998938,62822.70659813561,57.120415638927035,62845.9837890625,62843.4671875
2021-10-22 04:05:00+01:00,62988.6171875,63063.703125,62988.6171875,63033.296875,63033.296875,55275520,62848.7779296875,62870.20005191981,62827.35580745519,59.70467908893319,62848.7779296875,62883.015625
2021-10-22 04:10:00+01:00,63072.515625,63224.59765625,63072.515625,63218.5546875,63218.5546875,98541568,62860.8205078125,62880.11400203199,62841.52701359302,65.64100395821995,62860.8205078125,62954.6265625
2021-10-22 04:15:00+01:00,63193.19140625,63197.484375,63155.97265625,63192.27734375,63192.27734375,0,62871.3322265625,62892.439132485284,62850.22532063972,64.19635273416384,62871.3322265625,63046.8234375
2021-10-22 04:20:00+01:00,63277.7421875,63277.7421875,63148.26953125,63149.83984375,63149.83984375,0,62887.27734375,62915.06477105584,62859.48991644416,61.829682104200415,62887.27734375,63111.534375
2021-10-22 04:25:00+01:00,63145.34375,63154.03515625,63123.8359375,63123.8359375,63123.8359375,0,62901.226953125,62938.59676842358,62863.85713782642,60.361232492074144,62901.226953125,63143.5609375
2021-10-22 04:30:00+01:00,63113.90234375,63268.015625,63113.90234375,63268.015625,63268.015625,0,62929.1568359375,62984.987446290914,62873.32622558409,65.28432325617047,62929.1568359375,63190.5046875
2021-10-22 04:35:00+01:00,63217.390625,63313.20703125,63217.390625,63287.67578125,63287.67578125,0,62962.2841796875,63042.42379345612,62882.14456591888,65.906138636085,62962.2841796875,63204.32890625
2021-10-22 04:40:00+01:00,63289.0078125,63322.19921875,63276.77734375,63316.34765625,63316.34765625,167600128,62994.9490234375,63099.50364734979,62890.394399525205,66.83900031127882,62994.9490234375,63229.14296875
2021-10-22 04:45:00+01:00,63287.640625,63287.640625,63206.78515625,63206.78515625,63206.78515625,0,63015.533984375,63138.0585811614,62893.009387588594,60.07469562029235,63015.533984375,63240.53203125
2021-10-22 04:50:00+01:00,63222.21484375,63222.21484375,63163.0859375,63171.453125,63171.453125,0,63034.617578125,63169.601578993934,62899.63357725606,58.03495827057077,63034.617578125,63250.05546875
2021-10-22 04:55:00+01:00,63163.01171875,63193.1015625,63161.58203125,63170.85546875,63170.85546875,0,63052.1908203125,63193.532456214125,62910.84918441087,57.99908496852594,63052.1908203125,63230.6234375
2021-10-22 05:00:00+01:00,63232.94140625,63257.42578125,63188.00390625,63226.36328125,63226.36328125,0,63071.8953125,63216.430019223015,62927.36060577698,60.444623610926136,63071.8953125,63218.3609375
2021-10-22 05:05:00+01:00,63199.7109375,63272.6796875,63189.85546875,63272.6796875,63272.6796875,0,63085.4818359375,63227.12515964632,62943.83851222868,62.41132411971079,63085.4818359375,63209.62734375
2021-10-22 05:10:00+01:00,63268.6328125,63285.30859375,63193.61328125,63193.61328125,63193.61328125,14417920,63099.822265625,63234.25344800206,62965.39108324794,57.18433482281798,63099.822265625,63206.99296875
2021-10-22 05:15:00+01:00,63199.78125,63214.31640625,63160.109375,63214.31640625,63214.31640625,0,63113.1623046875,63234.23477965709,62992.089829717916,58.17216477585561,63113.1623046875,63215.565625
2021-10-22 05:20:00+01:00,63142.2265625,63155.0234375,63056.08203125,63056.08203125,63056.08203125,0,63124.188671875,63230.80344500187,63017.57389874814,48.8882058633807,63124.188671875,63192.6109375
2021-10-22 05:25:00+01:00,63063.42578125,63063.42578125,63050.45703125,63059.37109375,63059.37109375,0,63134.1322265625,63228.75616006373,63039.50829306127,49.07015346083571,63134.1322265625,63159.2125
2021-10-22 05:30:00+01:00,63027.49609375,63070.92578125,63027.49609375,63070.38671875,63070.38671875,204333056,63151.0869140625,63240.12929696585,63062.04453115915,49.71577595360679,63151.0869140625,63118.75390625
2021-10-22 05:35:00+01:00,63073.76171875,63073.76171875,62928.1796875,62928.1796875,62928.1796875,0,63156.181640625,63238.37127938469,63073.99200186531,42.26671700300303,63156.181640625,63065.6671875
2021-10-22 05:40:00+01:00,62997.07421875,62997.07421875,62896.703125,62896.703125,62896.703125,0,63152.831640625,63225.18823310324,63080.47504814676,40.809191732445,63152.831640625,63002.14453125
2021-10-22 05:45:00+01:00,62917.9296875,62970.59375,62906.05859375,62970.59375,62970.59375,8904704,63149.696484375,63210.30071589857,63089.092252851435,45.555523873693375,63149.696484375,62985.046875
2021-10-22 05:50:00+01:00,62960.7421875,63008.96875,62960.7421875,62994.12890625,62994.12890625,16031744,63138.4751953125,63187.171799639764,63089.77859098524,47.01294828792316,63138.4751953125,62971.9984375
2021-10-22 05:55:00+01:00,62970.33984375,63050.765625,62970.33984375,63040.828125,63040.828125,38457344,63130.902734375,63168.03458391614,63093.77088483386,49.87990612107482,63130.902734375,62966.08671875
2021-10-22 06:00:00+01:00,63040.71484375,63140.14453125,63040.71484375,63102.28515625,63102.28515625,0,63128.525,63156.97811219438,63100.07188780562,53.44952853260481,63128.525,63000.9078125
2021-10-22 06:05:00+01:00,63042.1640625,63054.8046875,62973.96875,62973.96875,62973.96875,0,63121.031640625,63146.74511912,63095.318162129995,46.0715333933702,63121.031640625,63016.3609375
2021-10-22 06:10:00+01:00,62974.09765625,63084.703125,62974.09765625,63077.03125,63077.03125,38039552,63111.482421875,63141.31057602547,63081.65426772453,51.82369574749271,63111.482421875,63037.6484375
2021-10-22 06:15:00+01:00,63067.859375,63160.07421875,63067.859375,63160.07421875,63160.07421875,16240640,63105.10234375,63141.32426700509,63068.880420494905,55.90491670362759,63105.10234375,63070.8375
2021-10-22 06:20:00+01:00,63109.16796875,63109.16796875,62845.90625,62845.90625,62845.90625,0,63081.5802734375,63128.71464329317,63034.445903581836,41.560543737314084,63081.5802734375,63031.853125
2021-10-22 06:25:00+01:00,62833.203125,62859.04296875,62813.86328125,62844.6171875,62844.6171875,0,63063.471875,63120.941370135224,63006.00237986478,41.513476639128086,63063.471875,62980.31953125
2021-10-22 06:30:00+01:00,62846.85546875,62870.09375,62846.85546875,62854.19140625,62854.19140625,0,63047.6087890625,63114.71035700885,62980.507221116146,42.03851347362179,63047.6087890625,62956.3640625
2021-10-22 06:35:00+01:00,62881.98046875,62946.40234375,62881.98046875,62941.81640625,62941.81640625,16424960,63036.1568359375,63109.842051548476,62962.47162032653,46.750049771177,63036.1568359375,62929.32109375
2021-10-22 06:40:00+01:00,62940.15625,62979.0,62934.47265625,62934.47265625,62934.47265625,0,63021.5623046875,63102.35773474296,62940.766874632034,46.40955926544678,63021.5623046875,62884.20078125
2021-10-22 06:45:00+01:00,62920.80078125,62920.80078125,62820.640625,62820.640625,62820.640625,0,62998.9603515625,63088.836039324204,62909.08466380079,41.378814768805036,62998.9603515625,62879.14765625
2021-10-22 06:50:00+01:00,62811.25390625,62858.578125,62811.25390625,62852.68359375,62852.68359375,0,62981.9138671875,63078.092310042,62885.735424333,43.24386516893635,62981.9138671875,62880.7609375
2021-10-22 06:55:00+01:00,62875.9296875,63025.78515625,62875.9296875,63013.5546875,63013.5546875,59060224,62971.87578125,63070.08373586383,62873.66782663616,51.57387719185013,62971.87578125,62912.63359375
2021-10-22 07:00:00+01:00,62999.41015625,63015.65625,62941.484375,62989.359375,62989.359375,0,62968.5396484375,63063.33300435904,62873.74629251596,50.37631758451476,62968.5396484375,62922.1421875
2021-10-22 07:05:00+01:00,63098.2890625,63178.21484375,63097.87109375,63178.21484375,63178.21484375,298434560,62974.4818359375,63057.070319770755,62891.89335210424,58.480395040013796,62974.4818359375,62970.890625
2021-10-22 07:10:00+01:00,63131.7734375,63131.7734375,63019.734375,63019.734375,63019.734375,0,62971.94921875,63043.382445462805,62900.515992037195,50.959483552803576,62971.94921875,63010.709375
2021-10-22 07:15:00+01:00,62961.9765625,62961.9765625,62839.86328125,62859.38671875,62859.38671875,28872704,62968.5095703125,63029.0107617044,62908.0083789206,44.69619670365393,62968.5095703125,63012.05
2021-10-22 07:20:00+01:00,62840.03125,62844.19140625,62784.53125,62844.19140625,62844.19140625,0,62965.883984375,63015.37054519312,62916.39742355689,44.14250758642458,62965.883984375,62978.17734375
2021-10-22 07:25:00+01:00,62864.5625,62864.5625,62698.0546875,62698.0546875,62698.0546875,0,62952.25703125,62991.27973567844,62913.23432682156,39.12299127558155,62952.25703125,62919.91640625
2021-10-22 07:30:00+01:00,62709.3359375,62797.65234375,62709.3359375,62797.65234375,62797.65234375,0,62942.433203125,62973.00597787839,62911.86042837161,43.812417088223526,62942.433203125,62843.80390625
2021-10-22 07:35:00+01:00,62816.5625,62816.5625,62532.0546875,62532.0546875,62532.0546875,0,62916.99453125,62955.579021238584,62878.41004126141,35.875914707066414,62916.99453125,62746.26796875
2021-10-22 07:40:00+01:00,62575.90625,62622.109375,62575.90625,62622.109375,62622.109375,0,62892.9857421875,62948.0957474868,62837.8757368882,39.8542694892223,62892.9857421875,62698.8125
2021-10-22 07:45:00+01:00,62597.203125,62673.3828125,62597.203125,62638.078125,62638.078125,0,62876.1912109375,62947.31859365033,62805.063828224665,40.55851046796788,62876.1912109375,62657.58984375
2021-10-22 07:50:00+01:00,62611.91796875,62677.3359375,62595.28125,62670.96484375,62670.96484375,0,62855.887890625,62942.95180258009,62768.82397866991,42.06305952035701,62855.887890625,62652.171875
2021-10-22 07:55:00+01:00,62689.68359375,62723.484375,62688.359375,62711.55859375,62711.55859375,211152896,62833.462109375,62934.35416895817,62732.57004979184,43.94898051735073,62833.462109375,62634.953125
2021-10-22 08:00:00+01:00,62717.63671875,62801.265625,62717.63671875,62801.265625,62801.265625,0,62831.230078125,62937.572420482255,62724.88773576775,47.97892666001255,62831.230078125,62688.7953125
2021-10-22 08:05:00+01:00,62791.8828125,62791.8828125,62730.9453125,62756.59375,62756.59375,0,62826.82890625,62932.476334490406,62721.18147800959,46.197663375528606,62826.82890625,62715.6921875
2021-10-22 08:10:00+01:00,62771.44140625,62771.44140625,62633.23828125,62633.23828125,62633.23828125,0,62815.78125,62915.63577566038,62715.92672433962,41.604357967392566,62815.78125,62714.72421875
2021-10-22 08:15:00+01:00,62653.21484375,62724.08203125,62653.21484375,62724.08203125,62724.08203125,19120128,62804.89453125,62896.869981071955,62712.919081428045,45.8725523517585,62804.89453125,62725.34765625
2021-10-22 08:20:00+01:00,62731.19140625,62800.88671875,62731.19140625,62800.88671875,62800.88671875,10457088,62798.215234375,62876.75918257698,62719.67128617302,49.24991636162707,62798.215234375,62743.21328125
2021-10-22 08:25:00+01:00,62835.7578125,62876.453125,62784.36328125,62794.13671875,62794.13671875,18292736,62796.8900390625,62862.30769121782,62731.472386907175,48.96077558642638,62796.8900390625,62741.7875
2021-10-22 08:30:00+01:00,62815.95703125,62987.98046875,62815.95703125,62987.98046875,62987.98046875,152739840,62803.6548828125,62855.876382058865,62751.43338356614,56.80377758695474,62803.6548828125,62788.06484375
2021-10-22 08:35:00+01:00,63043.67578125,63110.453125,63043.67578125,63110.453125,63110.453125,128442368,62808.4998046875,62846.41881862502,62770.58079074998,60.89269352354191,62808.4998046875,62883.5078125
2021-10-22 08:40:00+01:00,63115.6171875,63211.78125,63115.6171875,63201.921875,63201.921875,128626688,62819.1279296875,62846.05656874293,62792.19929063207,63.6594574853506,62819.1279296875,62979.07578125
2021-10-22 08:45:00+01:00,63230.19140625,63230.19140625,63210.578125,63222.4765625,63222.4765625,54456320,62821.341015625,62845.27225957378,62797.409771676226,64.27118170481734,62821.341015625,63063.39375
2021-10-22 08:50:00+01:00,63295.13671875,63295.13671875,63188.265625,63188.265625,63188.265625,62750720,62829.767578125,62853.20688645988,62806.32826979012,62.38879163271034,62829.767578125,63142.21953125
2021-10-22 08:55:00+01:00,63160.7890625,63291.72265625,63155.41015625,63291.72265625,63291.72265625,35467264,62851.384375,62884.601016407025,62818.16773359298,65.66388863352532,62851.384375,63202.96796875
2021-10-22 09:00:00+01:00,63362.8125,63362.8125,63334.8046875,63337.80078125,63337.80078125,2994176,62876.06484375,62927.067091768906,62825.06259573109,67.04048665588167,62876.06484375,63248.4375
2021-10-22 09:05:00+01:00,63383.31640625,63483.5390625,63383.31640625,63453.3671875,63453.3671875,30523392,62913.83046875,62989.92296431259,62837.73797318741,70.2608580442712,62913.83046875,63298.7265625
2021-10-22 09:10:00+01:00,63485.23046875,63537.1171875,63485.23046875,63537.1171875,63537.1171875,28368896,62950.8037109375,63053.45649825077,62848.15092362423,72.36791698649324,62950.8037109375,63361.6546875
2021-10-22 09:15:00+01:00,63552.09375,63616.79296875,63537.046875,63616.79296875,63616.79296875,31698944,63005.040625,63141.3180251324,62868.7632248676,74.23797245749569,63005.040625,63447.36015625
2021-10-22 09:20:00+01:00,63616.8046875,63647.8359375,63515.859375,63515.859375,63515.859375,0,63049.728125,63219.223340072786,62880.23290992722,67.96305726456532,63049.728125,63492.1875
2021-10-22 09:25:00+01:00,63497.109375,63497.109375,63440.75,63461.91796875,63461.91796875,15503360,63090.9201171875,63289.74394775364,62892.09628662137,64.81025523625203,63090.9201171875,63517.0109375
2021-10-22 09:30:00+01:00,63394.2421875,63418.96484375,63341.4609375,63384.265625,63384.265625,0,63126.58515625,63349.197271009405,62903.9730414906,60.46192282804883,63126.58515625,63503.190625
2021-10-22 09:35:00+01:00,63361.421875,63429.828125,63361.421875,63427.890625,63427.890625,0,63162.4017578125,63400.333125140176,62924.47039048482,62.004260481141245,63162.4017578125,63481.3453125
2021-10-22 09:40:00+01:00,63429.87109375,63498.140625,63429.87109375,63498.140625,63498.140625,44007424,63197.2455078125,63441.597589877514,62952.89342574748,64.41175891005668,63197.2455078125,63457.61484375
2021-10-22 09:45:00+01:00,63488.25,63493.7734375,63393.47265625,63469.13671875,63469.13671875,0,63232.87265625,63477.677859115734,62988.06745338427,62.64683853263276,63232.87265625,63448.2703125
2021-10-22 09:50:00+01:00,63520.36328125,63581.0859375,63520.36328125,63580.5859375,63580.5859375,31195136,63280.2400390625,63523.12576568696,63037.35431243804,66.45088840515812,63280.2400390625,63472.00390625
2021-10-22 09:55:00+01:00,63587.34375,63597.4375,63579.078125,63579.078125,63579.078125,22904832,63322.98984375,63563.60793126349,63082.37175623651,66.35243501020358,63322.98984375,63510.96640625
2021-10-22 10:00:00+01:00,63595.36328125,63715.0234375,63549.8984375,63715.0234375,63715.0234375,0,63368.6966796875,63606.96664517512,63130.42671419988,70.58412000413873,63368.6966796875,63568.39296875
2021-10-22 10:05:00+01:00,63654.43359375,63654.43359375,63540.984375,63540.984375,63540.984375,0,63406.0390625,63645.66490413801,63166.41322086199,60.15395746436201,63406.0390625,63576.96171875
2021-10-22 10:10:00+01:00,63515.80859375,63559.10546875,63511.97265625,63542.78515625,63542.78515625,0,63433.779296875,63672.53400039704,63195.02459335296,60.219459328742445,63433.779296875,63591.69140625
2021-10-22 10:15:00+01:00,63526.53125,63557.99609375,63494.1171875,63511.58203125,63511.58203125,111304704,63453.8357421875,63687.16139822761,63220.510086147384,58.42718195771735,63453.8357421875,63577.890625
2021-10-22 10:20:00+01:00,63537.921875,63562.9140625,63524.078125,63562.9140625,63562.9140625,0,63471.8853515625,63694.0946480758,63249.6760550492,60.50944982041968,63471.8853515625,63574.6578125
2021-10-22 10:25:00+01:00,63520.515625,63625.671875,63464.09375,63464.09375,63464.09375,186183680,63483.9662109375,63688.846400353556,63279.08602152144,54.81717049739295,63483.9662109375,63524.471875
2021-10-22 10:30:00+01:00,63418.23828125,63418.23828125,63284.5859375,63284.5859375,63284.5859375,0,63488.7822265625,63668.950619401236,63308.613833723764,46.29717598906628,63488.7822265625,63473.1921875
2021-10-22 10:35:00+01:00,63285.0,63350.61328125,63258.94921875,63258.94921875,63258.94921875,0,63487.1435546875,63634.90883625481,63339.37827312019,45.216286339295664,63487.1435546875,63416.425
2021-10-22 10:40:00+01:00,63243.05078125,63249.078125,63218.5625,63249.078125,63249.078125,0,63482.707421875,63597.27880650847,63368.13603724153,44.78275036469186,63482.707421875,63363.92421875
2021-10-22 10:45:00+01:00,63278.45703125,63322.9296875,63278.45703125,63314.25,63314.25,5689344,63475.7515625,63556.836902749244,63394.66622225076,48.3068096764018,63475.7515625,63314.19140625
2021-10-22 10:50:00+01:00,63316.21484375,63321.6640625,63241.7734375,63295.9296875,63295.9296875,0,63463.6921875,63517.3126501357,63410.0717248643,47.39117287303231,63463.6921875,63280.55859375
2021-10-22 10:55:00+01:00,63314.234375,63356.45703125,63314.234375,63343.85546875,63343.85546875,0,63450.0453125,63486.826757361734,63413.26386763826,50.05804055764158,63450.0453125,63292.4125
2021-10-22 11:00:00+01:00,63332.640625,63347.0234375,63207.51171875,63207.51171875,63207.51171875,0,63434.6279296875,63471.04872742103,63398.20713195397,43.32874402345328,63434.6279296875,63282.125
2021-10-22 11:05:00+01:00,63191.6015625,63295.01171875,63191.6015625,63295.01171875,63295.01171875,0,63426.2826171875,63471.08788671905,63381.47734765595,48.14636397983244,63426.2826171875,63291.31171875
2021-10-22 11:10:00+01:00,63258.74609375,63322.234375,63258.74609375,63322.234375,63322.234375,0,63423.1810546875,63475.360634649616,63371.00147472538,49.58237962920904,63423.1810546875,63292.90859375
2021-10-22 11:15:00+01:00,63294.078125,63328.52734375,63236.89453125,63316.3046875,63316.3046875,5324800,63417.6017578125,63473.869602541854,63361.33391308315,49.26235667305241,63417.6017578125,63296.98359375
2021-10-22 11:20:00+01:00,63262.50390625,63262.50390625,63050.1796875,63050.1796875,63050.1796875,67469312,63395.2037109375,63457.31068344392,63333.096738431086,37.548808283870024,63395.2037109375,63238.2484375
2021-10-22 11:25:00+01:00,63094.15625,63094.93359375,62981.01171875,62981.01171875,62981.01171875,0,63370.7974609375,63441.35177409729,63300.24314777771,35.205710385154646,63370.7974609375,63192.9484375
2021-10-22 11:30:00+01:00,62968.578125,63107.953125,62968.578125,63107.953125,63107.953125,177152000,63347.1658203125,63427.52046435945,63266.811176265546,42.31957644247806,63347.1658203125,63155.53671875
2021-10-22 11:35:00+01:00,63102.5078125,63128.6875,63094.8984375,63107.6171875,63107.6171875,0,63323.5927734375,63414.34567865839,63232.83986821661,42.30633868997285,63323.5927734375,63112.61328125
2021-10-22 11:40:00+01:00,63123.06640625,63175.09375,63116.87890625,63175.09375,63175.09375,0,63296.5962890625,63400.131358157436,63193.06121996757,45.96267341461192,63296.5962890625,63084.37109375
2021-10-22 11:45:00+01:00,63179.05078125,63255.54296875,63179.05078125,63255.54296875,63255.54296875,0,63282.32421875,63395.45052128366,63169.19791621634,50.028889132057245,63282.32421875,63125.44375
2021-10-22 11:50:00+01:00,63236.3046875,63236.89453125,63204.14453125,63204.14453125,63204.14453125,0,63265.3921875,63387.019140208846,63143.76523479116,47.56620974321136,63265.3921875,63170.0703125
2021-10-22 11:55:00+01:00,63143.87109375,63255.51953125,63143.87109375,63215.125,63215.125,0,63250.5693359375,63376.98330677196,63124.15536510304,48.15337874821026,63250.5693359375,63191.5046875
2021-10-22 12:00:00+01:00,63211.88671875,63244.61328125,63211.88671875,63224.27734375,63224.27734375,0,63233.6375,63359.621585719135,63107.65341428086,48.66934912383466,63233.6375,63214.83671875
2021-10-22 12:05:00+01:00,63210.99609375,63240.8984375,63200.0078125,63240.8984375,63240.8984375,0,63222.477734375,63340.274290422814,63104.68117832719,49.64933867726733,63222.477734375,63227.99765625
2021-10-22 12:10:00+01:00,63285.82421875,63376.078125,63285.82421875,63360.6171875,63360.6171875,45137920,63226.279296875,63330.25554811533,63122.30304563467,56.14405786360708,63226.279296875,63249.0125
2021-10-22 12:15:00+01:00,63361.1328125,63416.890625,63299.31640625,63416.890625,63416.890625,0,63234.1763671875,63320.659679609555,63147.69305476545,58.8321220527024,63234.1763671875,63291.56171875
